,date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Ticker,pivot,pointpos
33,2019-04-05,1479.5743155897121,1483.1272645201873,1463.0264449548272,1474.171875,1474.171875,1129222,0.0,0.0,ASIANPAINT.NS,0,
34,2019-04-08,1473.7338290382545,1473.7338290382545,1446.4785138380755,1456.55322265625,1456.55322265625,925518,0.0,0.0,ASIANPAINT.NS,0,
35,2019-04-09,1425.7450224003958,1435.6738161042074,1398.9764080608913,1406.4229736328125,1406.4229736328125,2642226,0.0,0.0,ASIANPAINT.NS,0,
36,2019-04-10,1411.2410741686717,1412.40911136257,1367.9731979122973,1372.353515625,1372.353515625,2608319,0.0,0.0,ASIANPAINT.NS,0,
37,2019-04-11,1372.2075716598595,1393.8658106660048,1370.552832388882,1385.2999267578125,1385.2999267578125,1494450,0.0,0.0,ASIANPAINT.NS,0,
38,2019-04-12,1394.6447094889525,1406.3742762990923,1387.8795985951733,1400.3878173828125,1400.3878173828125,1510649,0.0,0.0,ASIANPAINT.NS,0,
39,2019-04-15,1409.440416724807,1412.847331069149,1389.047648393171,1393.4766845703125,1393.4766845703125,791389,0.0,0.0,ASIANPAINT.NS,0,
40,2019-04-16,1404.3787171204992,1425.939640960949,1401.9452069539416,1420.196533203125,1420.196533203125,1463057,0.0,0.0,ASIANPAINT.NS,0,
41,2019-04-18,1425.0634876110178,1440.5406353190806,1421.4619402606197,1430.5145263671875,1430.5145263671875,1425676,0.0,0.0,ASIANPAINT.NS,0,
42,2019-04-22,1421.1212526726445,1421.1212526726445,1396.8348681736172,1404.9627685546875,1404.9627685546875,737603,0.0,0.0,ASIANPAINT.NS,0,
43,2019-04-23,1410.4623109829502,1416.2054180015248,1387.9767037030392,1392.9410400390625,1392.9410400390625,601653,0.0,0.0,ASIANPAINT.NS,0,
44,2019-04-24,1397.8082444285246,1420.5859234297818,1392.941224078843,1411.484619140625,1411.484619140625,1154712,0.0,0.0,ASIANPAINT.NS,0,
45,2019-04-25,1411.4358333938928,1421.1698736241956,1399.852301755086,1409.4403076171875,1409.4403076171875,1161847,0.0,0.0,ASIANPAINT.NS,0,
46,2019-04-26,1411.435871272379,1420.5371753672157,1397.808214584232,1410.2191162109375,1410.2191162109375,704193,0.0,0.0,ASIANPAINT.NS,0,
47,2019-04-30,1417.2763431050485,1437.7178288229097,1416.5950077772827,1424.2362060546875,1424.2362060546875,1525776,0.0,0.0,ASIANPAINT.NS,0,
48,2019-05-02,1426.0370347365074,1433.7269510435217,1392.0652072090936,1398.392333984375,1398.392333984375,774788,0.0,0.0,ASIANPAINT.NS,0,
49,2019-05-03,1405.4006538800472,1417.276134399787,1394.1090731349166,1400.290283203125,1400.290283203125,1020007,0.0,0.0,ASIANPAINT.NS,0,
50,2019-05-06,1396.786147267343,1410.073136821127,1371.0883744266623,1375.225341796875,1375.225341796875,1161960,0.0,0.0,ASIANPAINT.NS,0,
51,2019-05-07,1388.853144225757,1388.853144225757,1339.7448316024286,1350.890380859375,1350.890380859375,2863939,0.0,0.0,ASIANPAINT.NS,0,
52,2019-05-08,1345.2443998028834,1357.8986524783086,1326.360337430194,1348.845947265625,1348.845947265625,1414591,0.0,0.0,ASIANPAINT.NS,0,
53,2019-05-09,1348.1160151736472,1356.5847024796776,1310.7373912840906,1318.183837890625,1318.183837890625,2628463,0.0,0.0,ASIANPAINT.NS,0,
54,2019-05-10,1279.150234557707,1314.0954636141187,1279.150234557707,1305.383544921875,1305.383544921875,3476379,0.0,0.0,ASIANPAINT.NS,0,
55,2019-05-13,1305.3835653485544,1309.4718148809436,1288.4463108988573,1297.0609130859375,1297.0609130859375,862130,0.0,0.0,ASIANPAINT.NS,0,
56,2019-05-14,1294.6275313698281,1299.2512011247204,1267.4695315710796,1285.1368408203125,1285.1368408203125,2167873,0.0,0.0,ASIANPAINT.NS,0,
57,2019-05-15,1290.7335929249598,1293.6538046736587,1267.0798302310097,1271.216796875,1271.216796875,996276,0.0,0.0,ASIANPAINT.NS,0,
58,2019-05-16,1277.1060988831277,1279.0529069606935,1261.3855998920374,1269.708251953125,1269.708251953125,726485,0.0,0.0,ASIANPAINT.NS,0,
59,2019-05-17,1270.292491566051,1295.3576499245382,1266.3988747336648,1284.8935546875,1284.8935546875,860934,0.0,0.0,ASIANPAINT.NS,0,
60,2019-05-20,1304.3616653982383,1341.7404115147006,1299.4946442586925,1337.40869140625,1337.40869140625,976630,0.0,0.0,ASIANPAINT.NS,0,
61,2019-05-21,1347.1911372502761,1347.1911372502761,1316.7235444925082,1321.6392822265625,1321.6392822265625,1166297,0.0,0.0,ASIANPAINT.NS,0,
62,2019-05-22,1324.3160516869157,1337.2136538073505,1312.197220242864,1332.0545654296875,1332.0545654296875,840075,0.0,0.0,ASIANPAINT.NS,0,
63,2019-05-23,1352.0582495166275,1352.0582495166275,1321.5906546798099,1331.3734130859375,1331.3734130859375,1527569,0.0,0.0,ASIANPAINT.NS,0,
64,2019-05-24,1354.978386545233,1363.2036029283172,1339.5499566988142,1347.6778564453125,1347.6778564453125,980933,0.0,0.0,ASIANPAINT.NS,0,
65,2019-05-27,1350.0142372290557,1353.713101698859,1326.457785542683,1330.4974365234375,1330.4974365234375,782730,0.0,0.0,ASIANPAINT.NS,0,
66,2019-05-28,1333.5150044690442,1351.9123671751959,1323.8296804394477,1328.06396484375,1328.06396484375,1562891,0.0,0.0,ASIANPAINT.NS,0,
67,2019-05-29,1324.6080819804124,1330.5944209395686,1311.2723771823762,1322.1258544921875,1322.1258544921875,582768,0.0,0.0,ASIANPAINT.NS,0,
68,2019-05-30,1328.696604116805,1354.9785149674672,1317.8918423096147,1338.041259765625,1338.041259765625,1032259,0.0,0.0,ASIANPAINT.NS,0,
69,2019-05-31,1344.2710077076129,1390.02099855646,1344.2710077076129,1369.87158203125,1369.87158203125,2559888,0.0,0.0,ASIANPAINT.NS,0,
70,2019-06-03,1393.8658420014956,1425.988174732752,1391.9677516877782,1420.4398193359375,1420.4398193359375,2867897,0.0,0.0,ASIANPAINT.NS,0,
71,2019-06-04,1416.3027581621802,1416.3027581621802,1379.3621255045537,1383.6937255859375,1383.6937255859375,1493226,0.0,0.0,ASIANPAINT.NS,0,
72,2019-06-06,1396.7860873154923,1422.9706798995921,1387.0034479541764,1390.556396484375,1390.556396484375,1985857,0.0,0.0,ASIANPAINT.NS,0,
73,2019-06-07,1390.994463007234,1401.5558737586705,1375.4687150958878,1380.627685546875,1380.627685546875,878470,0.0,0.0,ASIANPAINT.NS,0,
74,2019-06-10,1390.9944584401892,1403.6487117360061,1380.7737153935677,1384.7646484375,1384.7646484375,800967,0.0,0.0,ASIANPAINT.NS,0,
75,2019-06-11,1390.0210346287486,1395.2287227234287,1372.0130590400709,1387.5875244140625,1387.5875244140625,743047,0.0,0.0,ASIANPAINT.NS,0,
76,2019-06-12,1391.9188918713278,1401.6043321973714,1383.2069742918002,1387.53857421875,1387.53857421875,874293,0.0,0.0,ASIANPAINT.NS,0,
77,2019-06-13,1398.4997159705667,1408.1884362862897,1391.8448059952561,1398.9400634765625,1398.9400634765625,1572720,7.65,0.0,ASIANPAINT.NS,0,
78,2019-06-14,1399.4785007631394,1401.1911492780594,1380.88403117258,1382.5966796875,1382.5966796875,546091,0.0,0.0,ASIANPAINT.NS,0,
79,2019-06-17,1386.7560475286673,1394.5852983262885,1369.0423914920264,1372.0272216796875,1372.0272216796875,962166,0.0,0.0,ASIANPAINT.NS,0,
80,2019-06-18,1375.0120301237378,1380.296797762384,1346.679979495394,1350.5946044921875,1350.5946044921875,1177437,0.0,0.0,ASIANPAINT.NS,0,
81,2019-06-19,1352.5028543762137,1366.5955274030637,1342.7162924776883,1351.6710205078125,1351.6710205078125,692212,0.0,0.0,ASIANPAINT.NS,0,
82,2019-06-20,1336.4042297101312,1374.9143332813376,1331.6576508294213,1362.338623046875,1362.338623046875,991210,0.0,0.0,ASIANPAINT.NS,0,
83,2019-06-21,1350.4968616947133,1364.8831825633779,1342.7165910413278,1353.4818115234375,1353.4818115234375,1242165,0.0,0.0,ASIANPAINT.NS,0,
84,2019-06-24,1356.4176952142566,1368.1615713632978,1339.046545077133,1346.7779541015625,1346.7779541015625,757055,0.0,0.0,ASIANPAINT.NS,0,
85,2019-06-25,1341.7377561396731,1343.1567599557661,1331.3150428937527,1334.00634765625,1334.00634765625,1388994,0.0,0.0,ASIANPAINT.NS,0,
86,2019-06-26,1330.9724425103966,1340.3186570801488,1323.1431928485706,1330.9234619140625,1330.9234619140625,960174,0.0,0.0,ASIANPAINT.NS,0,
87,2019-06-27,1332.0491287477234,1340.4166882926065,1329.1621403127608,1332.3427734375,1332.3427734375,2113899,0.0,0.0,ASIANPAINT.NS,0,
88,2019-06-28,1335.8657586106012,1342.6185105141349,1321.2837568397529,1329.1619873046875,1329.1619873046875,1131371,0.0,0.0,ASIANPAINT.NS,0,
89,2019-07-01,1338.8017451316814,1345.1630107335498,1322.213569540451,1324.9537353515625,1324.9537353515625,739182,0.0,0.0,ASIANPAINT.NS,0,
90,2019-07-02,1327.0578376079786,1330.9724624976777,1312.0843496189316,1317.026611328125,1317.026611328125,1171118,0.0,0.0,ASIANPAINT.NS,0,
91,2019-07-03,1327.1066714547267,1341.7375325761604,1320.6964261207356,1323.14306640625,1323.14306640625,1378288,0.0,0.0,ASIANPAINT.NS,0,
92,2019-07-04,1327.0579744676695,1337.1870435214041,1322.3115151923805,1330.678955078125,1330.678955078125,902077,0.0,0.0,ASIANPAINT.NS,0,
93,2019-07-05,1334.789279476971,1344.1353749590019,1322.6049375201517,1329.7001953125,1329.7001953125,966162,0.0,0.0,ASIANPAINT.NS,0,
94,2019-07-08,1329.0151914579837,1329.4066778521244,1304.2551404732953,1311.64404296875,1311.64404296875,866416,0.0,0.0,ASIANPAINT.NS,0,
95,2019-07-09,1316.1947160891223,1316.1947160891223,1263.689788310118,1292.8048095703125,1292.8048095703125,2037332,0.0,0.0,ASIANPAINT.NS,0,
96,2019-07-10,1289.6731510524792,1311.7417760488222,1284.0458780643303,1294.713134765625,1294.713134765625,1115080,0.0,0.0,ASIANPAINT.NS,0,
97,2019-07-11,1288.8904271293022,1308.4635543446295,1283.0674695686973,1304.0106201171875,1304.0106201171875,757323,0.0,0.0,ASIANPAINT.NS,0,
98,2019-07-12,1304.0107382574315,1340.3189881032142,1297.1601431114195,1332.881103515625,1332.881103515625,1050985,0.0,0.0,ASIANPAINT.NS,0,
99,2019-07-15,1333.7617171707402,1337.8231647166601,1318.2990192794248,1324.268798828125,1324.268798828125,666533,0.0,0.0,ASIANPAINT.NS,0,
100,2019-07-16,1323.1434807801754,1345.6525784561695,1316.2928858353077,1343.01025390625,1343.01025390625,782642,0.0,0.0,ASIANPAINT.NS,0,
101,2019-07-17,1347.6095752654542,1374.865126297058,1346.1415909786726,1366.106201171875,1366.106201171875,1599926,0.0,0.0,ASIANPAINT.NS,0,
102,2019-07-18,1365.2255583927033,1365.568064209718,1347.8054282129224,1355.3900146484375,1355.3900146484375,802222,0.0,0.0,ASIANPAINT.NS,0,
103,2019-07-19,1360.429953940712,1369.5315043479477,1335.8657073181648,1339.878173828125,1339.878173828125,842552,0.0,0.0,ASIANPAINT.NS,0,
104,2019-07-22,1338.6060133924057,1379.9052577168488,1330.042771544872,1374.22900390625,1374.22900390625,1279369,0.0,0.0,ASIANPAINT.NS,0,
105,2019-07-23,1378.9267747209788,1413.1307658111768,1371.9293580393182,1398.8424072265625,1398.8424072265625,2262423,0.0,0.0,ASIANPAINT.NS,0,
106,2019-07-24,1399.967827717103,1461.6231742016732,1365.3723516381815,1451.73876953125,1451.73876953125,7400250,0.0,0.0,ASIANPAINT.NS,0,
107,2019-07-25,1449.683475544207,1471.7521011554697,1427.90837511376,1463.9228515625,1463.9228515625,4194809,0.0,0.0,ASIANPAINT.NS,0,
108,2019-07-26,1456.338308537497,1498.1270011389258,1453.8916679682634,1493.8697509765625,1493.8697509765625,2420636,0.0,0.0,ASIANPAINT.NS,0,
109,2019-07-29,1492.353030053403,1505.4180678905348,1474.443571805954,1480.95166015625,1480.95166015625,1634196,0.0,0.0,ASIANPAINT.NS,0,
110,2019-07-30,1478.8474257011894,1494.4080838662487,1470.626689362585,1476.547607421875,1476.547607421875,1436383,0.0,0.0,ASIANPAINT.NS,0,
111,2019-07-31,1474.835124583385,1492.4509389446996,1463.2380706884971,1488.6341552734375,1488.6341552734375,1249734,0.0,0.0,ASIANPAINT.NS,0,
112,2019-08-01,1482.6641913496628,1498.7630385786988,1461.769904691274,1472.583984375,1472.583984375,2263295,0.0,0.0,ASIANPAINT.NS,0,
113,2019-08-02,1476.7922956819243,1516.9172023240444,1472.3883425138868,1512.2196044921875,1512.2196044921875,3044783,0.0,0.0,ASIANPAINT.NS,0,
114,2019-08-05,1500.4756096223748,1517.8957374382378,1489.221063535631,1492.8421630859375,1492.8421630859375,1443728,0.0,0.0,ASIANPAINT.NS,0,
115,2019-08-06,1497.3440310746266,1536.3434579256548,1491.5210742952852,1532.4288330078125,1532.4288330078125,2056715,0.0,0.0,ASIANPAINT.NS,0,
116,2019-08-07,1529.9332401705494,1541.3834695872517,1518.7765359262783,1525.920654296875,1525.920654296875,1583322,0.0,0.0,ASIANPAINT.NS,0,
117,2019-08-08,1532.3309608786444,1536.196605122376,1507.4242081189357,1532.477783203125,1532.477783203125,1579565,0.0,0.0,ASIANPAINT.NS,0,
118,2019-08-09,1535.707464214205,1548.136471275752,1527.6825300995715,1541.873046875,1541.873046875,1154542,0.0,0.0,ASIANPAINT.NS,0,
119,2019-08-13,1539.915743241676,1559.9781981107285,1534.5331333987592,1539.7689208984375,1539.7689208984375,1612748,0.0,0.0,ASIANPAINT.NS,0,
120,2019-08-14,1540.8943754645584,1541.87303178432,1519.3639364298044,1536.19677734375,1536.19677734375,1113095,0.0,0.0,ASIANPAINT.NS,0,
121,2019-08-16,1537.4689602340156,1566.6818252417318,1527.6823977882232,1563.3543701171875,1563.3543701171875,1682359,0.0,0.0,ASIANPAINT.NS,0,
122,2019-08-19,1564.871540738299,1575.1964132614587,1548.4300658826726,1552.58935546875,1552.58935546875,1322246,0.0,0.0,ASIANPAINT.NS,0,
123,2019-08-20,1551.1702522500723,1565.3607687533063,1548.9192949498135,1561.1036376953125,1561.1036376953125,1024331,0.0,0.0,ASIANPAINT.NS,0,
124,2019-08-21,1551.4149059744052,1560.9568049387644,1544.8579565233106,1555.231689453125,1555.231689453125,704009,0.0,0.0,ASIANPAINT.NS,0,
125,2019-08-22,1551.3657560442093,1559.8801366389275,1532.8692494886811,1536.6859130859375,1536.6859130859375,985590,0.0,0.0,ASIANPAINT.NS,0,
126,2019-08-23,1536.39256577084,1549.5554453613174,1522.446713345998,1546.66845703125,1546.66845703125,984637,0.0,0.0,ASIANPAINT.NS,0,
127,2019-08-26,1556.0634898560647,1565.8500526853481,1543.4877805134113,1563.452392578125,1563.452392578125,1153556,0.0,0.0,ASIANPAINT.NS,0,
128,2019-08-27,1565.8501984401069,1573.141140640638,1551.6596810167434,1565.3118896484375,1565.3118896484375,1581449,0.0,0.0,ASIANPAINT.NS,0,
129,2019-08-28,1565.0672190581522,1572.456122437325,1556.650798169452,1568.9329833984375,1568.9329833984375,565676,0.0,0.0,ASIANPAINT.NS,0,
130,2019-08-29,1568.639174522427,1585.3253116698168,1555.084809110069,1580.7745361328125,1580.7745361328125,861692,0.0,0.0,ASIANPAINT.NS,0,
131,2019-08-30,1581.5085401637928,1587.8698059503427,1561.0546001263722,1581.7042236328125,1581.7042236328125,1181516,0.0,0.0,ASIANPAINT.NS,0,
132,2019-09-03,1573.6793227019582,1575.2451488813226,1539.9646611178339,1543.0963134765625,1543.0963134765625,1289263,0.0,0.0,ASIANPAINT.NS,0,
133,2019-09-04,1545.2982076342707,1548.821346215953,1495.191055780654,1502.3841552734375,1502.3841552734375,2381389,0.0,0.0,ASIANPAINT.NS,0,
134,2019-09-05,1504.1946868670577,1512.9047515623213,1482.9089129962974,1487.3128662109375,1487.3128662109375,1506173,0.0,0.0,ASIANPAINT.NS,0,
135,2019-09-06,1491.472013246429,1506.592203390048,1487.3127244955779,1499.6927490234375,1499.6927490234375,801338,0.0,0.0,ASIANPAINT.NS,0,
136,2019-09-09,1497.8824712176533,1512.0240071882508,1491.667908043388,1507.7178955078125,1507.7178955078125,812836,0.0,0.0,ASIANPAINT.NS,0,
137,2019-09-11,1512.0238339077557,1531.5969579712864,1509.7240157232645,1528.1226806640625,1528.1226806640625,1541300,0.0,0.0,ASIANPAINT.NS,0,
138,2019-09-12,1536.4902357225767,1536.4902357225767,1504.3414034095078,1507.4241943359375,1507.4241943359375,753116,0.0,0.0,ASIANPAINT.NS,0,
139,2019-09-13,1507.1307057543988,1520.0000600244337,1495.386830125144,1515.1556396484375,1515.1556396484375,547381,0.0,0.0,ASIANPAINT.NS,0,
140,2019-09-16,1477.7710914913473,1494.3592688714712,1470.0396824177199,1488.8299560546875,1488.8299560546875,1811073,0.0,0.0,ASIANPAINT.NS,0,
141,2019-09-17,1494.7995566943569,1510.3602147182348,1486.1873340435054,1498.224853515625,1498.224853515625,1353034,0.0,0.0,ASIANPAINT.NS,0,
142,2019-09-18,1509.2347588574457,1527.6334246666593,1502.237342781482,1514.7152099609375,1514.7152099609375,1057300,0.0,0.0,ASIANPAINT.NS,0,
143,2019-09-19,1520.73388671875,1530.1289623065202,1512.0238226821705,1520.73388671875,1520.73388671875,879908,0.0,0.0,ASIANPAINT.NS,0,
144,2019-09-20,1525.725208549568,1688.4268223541644,1509.1858927871317,1635.334716796875,1635.334716796875,3962166,0.0,0.0,ASIANPAINT.NS,0,
145,2019-09-23,1661.6115168419099,1781.1544035913014,1661.6115168419099,1764.2725830078125,1764.2725830078125,4253004,0.0,0.0,ASIANPAINT.NS,0,
146,2019-09-24,1764.3215461863997,1764.4682490529067,1714.6057605932926,1728.2091064453125,1728.2091064453125,2028042,0.0,0.0,ASIANPAINT.NS,0,
147,2019-09-25,1745.9225927349003,1745.9225927349003,1691.3625117119345,1714.409912109375,1714.409912109375,1794074,0.0,0.0,ASIANPAINT.NS,0,
148,2019-09-26,1724.196757405214,1742.0082546953595,1714.508035915898,1733.1513671875,1733.1513671875,1674004,0.0,0.0,ASIANPAINT.NS,0,
149,2019-09-27,1732.2216246490898,1743.378330192348,1698.3111604769667,1738.38720703125,1738.38720703125,1115289,0.0,0.0,ASIANPAINT.NS,0,
150,2019-09-30,1730.264177429403,1732.2214898473096,1699.9748155482466,1724.5390625,1724.5390625,1041807,0.0,0.0,ASIANPAINT.NS,0,
151,2019-10-01,1731.1939315853351,1761.4834143055791,1719.4990371437,1728.40478515625,1728.40478515625,1317945,0.0,0.0,ASIANPAINT.NS,0,
152,2019-10-03,1727.3282074665617,1730.5088401431997,1695.2282360517736,1711.6207275390625,1711.6207275390625,1010826,0.0,0.0,ASIANPAINT.NS,0,
153,2019-10-04,1716.4652077895191,1724.098654802877,1680.4506102758812,1687.5948486328125,1687.5948486328125,1231811,0.0,0.0,ASIANPAINT.NS,0,
154,2019-10-07,1688.1332986048158,1705.7491136922292,1681.1848621022032,1688.3291015625,1688.3291015625,562559,0.0,0.0,ASIANPAINT.NS,0,
155,2019-10-09,1688.8669450875886,1740.0507117860268,1688.8669450875886,1735.5977783203125,1735.5977783203125,1777552,0.0,0.0,ASIANPAINT.NS,0,
156,2019-10-10,1727.3283598110702,1754.7307360573648,1719.009781307731,1740.6380615234375,1740.6380615234375,1599166,0.0,0.0,ASIANPAINT.NS,0,
157,2019-10-11,1749.4460875308807,1763.3430795399872,1726.3988019016729,1752.03955078125,1752.03955078125,1442236,0.0,0.0,ASIANPAINT.NS,0,
158,2019-10-14,1751.7948197991848,1767.7469656648736,1746.6078934965076,1760.30908203125,1760.30908203125,881724,0.0,0.0,ASIANPAINT.NS,0,
159,2019-10-15,1769.11690729392,1786.0477087020881,1757.6666766186029,1764.6151123046875,1764.6151123046875,1204392,0.0,0.0,ASIANPAINT.NS,0,
160,2019-10-16,1769.8998412608867,1775.2824506758354,1719.0586964820022,1728.0133056640625,1728.0133056640625,1403020,0.0,0.0,ASIANPAINT.NS,0,
161,2019-10-17,1734.1789990032573,1777.876027583308,1718.520497883589,1773.618896484375,1773.618896484375,1722055,0.0,0.0,ASIANPAINT.NS,0,
162,2019-10-18,1776.2612283858107,1785.5094828633537,1748.5652066255773,1777.973876953125,1777.973876953125,1682488,0.0,0.0,ASIANPAINT.NS,0,
163,2019-10-22,1783.7966242310952,1786.0475812975824,1737.1147708510732,1742.2037353515625,1742.2037353515625,2135313,0.0,0.0,ASIANPAINT.NS,0,
164,2019-10-23,1724.783842649299,1761.5812946898448,1724.3923562463924,1729.6771240234375,1729.6771240234375,3369253,0.0,0.0,ASIANPAINT.NS,0,
165,2019-10-24,1740.0507329809236,1756.6389078744062,1715.6333084452322,1752.283935546875,1752.283935546875,1497854,0.0,0.0,ASIANPAINT.NS,0,
166,2019-10-25,1758.6454608777674,1769.8021671602864,1746.9505652817022,1757.96044921875,1757.96044921875,1202154,0.0,0.0,ASIANPAINT.NS,0,
167,2019-10-27,1763.5387490850344,1768.9703396331545,1749.935401877805,1754.33935546875,1754.33935546875,124919,0.0,0.0,ASIANPAINT.NS,0,
168,2019-10-29,1753.8498398027457,1781.1543730406847,1734.7171818152167,1775.527099609375,1775.527099609375,1050123,0.0,0.0,ASIANPAINT.NS,0,
169,2019-10-30,1794.254133855761,1794.254133855761,1768.7619986206516,1785.72412109375,1785.72412109375,1133258,3.35,0.0,ASIANPAINT.NS,0,
170,2019-10-31,1790.6264296126976,1798.960396783905,1768.2717403849897,1774.2525634765625,1774.2525634765625,1297114,0.0,0.0,ASIANPAINT.NS,2,1798.961396783905
171,2019-11-01,1780.5273589612232,1785.4296919980106,1727.582162163918,1731.84716796875,1731.84716796875,1527660,0.0,0.0,ASIANPAINT.NS,0,
172,2019-11-04,1740.3283919657927,1755.0353924612782,1731.7002371340905,1751.0155029296875,1751.0155029296875,821893,0.0,0.0,ASIANPAINT.NS,0,
173,2019-11-05,1745.2307406919215,1762.6830959731917,1733.072929572398,1758.8101806640625,1758.8101806640625,1251974,0.0,0.0,ASIANPAINT.NS,0,
174,2019-11-06,1754.055070172435,1779.5472064633705,1745.8191252797249,1762.487060546875,1762.487060546875,1136777,0.0,0.0,ASIANPAINT.NS,0,
175,2019-11-07,1774.6446874840894,1795.1364649949755,1763.0751328073575,1791.2635498046875,1791.2635498046875,1380635,0.0,0.0,ASIANPAINT.NS,0,
